SatisfactionScore,StockOptionLevel,MaritalStatus_Single,YearsWithoutPromotion,Age,JobLevel,TotalWorkingYears,NumCompaniesWorked,DistanceFromHome,YearsWithCurrManager,MonthlyIncome,IncomePerYearExp,YearsAtCompany,YearsInCurrentRole,CareerGrowthRate,ManagerLoyaltyRatio,DailyRate,MonthlyRate,JobRole_Laboratory Technician,HourlyRate,TrainingTimesLastYear,PercentSalaryHike,JobInvolvement,JobSatisfaction,YearsSinceLastPromotion,Department_Sales,EnvironmentSatisfaction,WorkLifeBalance,BusinessTravel_Travel_Frequently,RelationshipSatisfaction
3.0,2,False,-1.636252296274992,0.8721922940185942,2,0.0814565388821865,2.53799656032568,-0.1660884655426352,1.0674356425231537,-0.6120310721033959,-0.5659321943126837,0.4848485554577712,1.3365267524751574,1.8493577209004046,0.718885194452756,-0.635621535619595,-0.711043028999086,False,0.4664944013722528,0.1909617416204281,-0.3371285438317067,3,4,2.121100851732763,False,4,3,False,1
2.25,0,True,-0.13331659487951303,-1.525826731576419,2,-0.816201062293396,-1.0837043422612147,1.3015636482567814,-0.6164064977950603,-0.9183664158193922,-4.996581739146768,-0.5013409537120281,-0.3450946393694771,10.881455708914787,-1.2361281769249006,-0.7403156326860673,1.4495251081392475,True,1.5467972256027331,-0.6053893510945483,-0.3371285438317067,3,3,-0.3680243588325151,False,1,3,False,2
2.75,0,True,0.4125457149132066,-0.3268172187789122,2,0.3379301392180672,-1.0837043422612147,-1.0222188652589617,1.3480759992428557,-0.2581868785900416,-0.19297485797048788,0.9779433100426708,1.3365267524751574,1.4948463610879335,0.6815544168522065,-0.3364955440011027,1.5806835833112218,False,1.5467972256027331,0.1909617416204281,1.294407125082231,2,1,0.5653975951294642,False,4,3,True,3
2.75,0,True,-0.6264113494644126,-1.961830190775512,1,-1.3291482629651574,-0.6812931308626707,-0.8999145224423435,-1.177687211234465,-1.1698838559230522,3.5542762564932397,-0.9944357082969276,-1.1859053352917943,-3.0381445461428935,-211.65087563331622,-1.248829818437504,-0.7161892257979864,True,-0.9084364658301766,0.1909617416204281,1.838252348053544,2,4,-0.3680243588325151,False,2,2,False,3
3.0,1,False,1.1640135656109463,0.7631914292188209,3,-0.1750170614536942,-0.6812931308626707,0.6900419341736911,0.2255145723640465,0.3082647920707654,0.3736620209551918,0.4848485554577712,0.7759862885269458,3.6364388399186414,0.15187715375762448,-0.4561459406484996,-0.0438455683416515,False,0.3682850537149365,-0.6053893510945483,-1.152896378288676,3,4,-0.679165010153175,False,1,3,False,4
3.0,1,False,0.5241430779003532,1.0901940236181409,2,0.594403739553948,2.135585348927136,0.567737591357073,0.7867952858034511,-0.2315303293824742,-0.1452143667495708,0.1561187190678381,0.7759862885269458,1.2543874242038104,0.6805488682320038,0.9098627544092815,-1.7059280479865009,False,-0.0736570107429872,0.9873128343354044,0.7505619021109187,3,2,-0.3680243588325151,False,3,4,False,3
2.5,1,False,-1.3427008300236054,-0.6538198131782321,2,-0.1750170614536942,0.5259405033329607,-0.2883928083592533,0.7867952858034511,0.0827589846615864,0.10031599539187463,0.1561187190678381,0.7759862885269458,2.4242925599457608,0.6805488682320038,-1.4607107291672694,-0.2989300258871455,False,1.6941112470887076,0.1909617416204281,-1.152896378288676,4,4,1.4988195490914435,True,2,2,False,2
2.25,1,False,-1.636252296274992,0.9811931588183676,3,1.2355877403936495,-0.2788819194641269,-1.0222188652589617,0.2255145723640465,0.8876147929932986,0.39703867441901636,0.4848485554577712,1.3365267524751574,1.3419289906607514,0.15187715375762448,-0.4137697585025466,-1.5644771792167256,False,-1.252169182630784,1.783663927050381,-0.6090511553173631,2,1,2.121100851732763,False,3,2,True,3
2.5,1,False,0.5769106331081729,-0.4358180835786855,1,0.4661669393860076,-1.0837043422612147,-0.0437841227260172,1.628716355962558,-0.8089455807657486,-0.551741796268107,1.1423082282376371,1.6167969844492631,0.6820505722348192,0.7602623817126521,-1.7124751054461669,-1.1237123777109077,False,-0.27007570605762,1.783663927050381,-0.6090511553173631,3,4,0.5653975951294642,False,1,3,False,2
3.0,0,True,0.8352837292210131,0.109186240420181,2,0.0814565388821865,0.5259405033329607,-1.0222188652589617,0.7867952858034511,0.4604650891591341,0.4257823339207689,0.1561187190678381,-0.3450946393694771,1.8493577209004046,0.6805488682320038,-0.2542358963060174,-0.2030994963076224,False,-0.3191803798862782,-0.6053893510945483,1.838252348053544,2,4,-0.679165010153175,True,1,4,False,3
3.5,0,True,0.7236863662338664,-0.1088154891793655,2,0.594403739553948,2.135585348927136,-0.5330014939924894,0.7867952858034511,-0.1354377689326144,-0.08494571705564652,0.9779433100426708,1.8970672164233688,1.2543874242038104,0.3977845481256373,1.475709421887596,-0.6182724002189091,True,-0.1718663584003036,0.1909617416204281,0.2067166791396059,3,2,0.2542569438088044,False,4,4,False,4
3.0,0,True,-0.8847844455772524,0.9811931588183676,1,-0.1750170614536942,1.3307629261300484,-1.0222188652589617,0.7867952858034511,-0.6709334469652787,-0.8132694818483445,-0.0082461991271284,0.4957160565528401,1.2121462799728804,0.7933373031804563,0.4661592001751847,1.1915198361943775,False,-1.0557504873161512,0.1909617416204281,-0.8809737668030194,3,1,0.876538246450124,False,4,4,False,3
1.5,0,True,-0.2976815130744795,0.436188834819501,2,-0.0467802612857538,0.1235292919344169,-0.5330014939924894,-0.6164064977950603,0.070075626570889,0.07351466165126916,-0.6657058719069946,-0.6253648713435828,2.098152103624823,-1.8439046516053887,-0.8898786284953134,0.1585251436151062,False,0.9575411396588348,0.1909617416204281,-0.8809737668030194,4,2,-0.3680243588325151,False,2,1,False,1
3.5,0,True,-0.7731870825901058,-1.852829325975739,1,-1.200911462797217,-0.6812931308626707,1.4238679910733991,-0.6164064977950603,-0.8310877143817118,4.136586846816904,-0.8300707901019612,-0.9056351033176886,-4.977316804513613,-3.6274310824190694,-0.3738862929534143,-1.299100328073431,False,-1.1048551611448094,-0.6053893510945483,0.4786392906252623,4,4,-0.0568837075118553,True,3,3,False,4
2.5,1,False,0.3421889746361135,-0.6538198131782321,2,-0.6879642621254556,-0.6812931308626707,-0.5330014939924894,-0.6164064977950603,0.3873745510093525,1.2414428989704327,-0.3369760355170615,-0.6253648713435828,6.40952223493102,-0.9296896203077168,0.4960717993370339,0.9113998266542332,False,-0.7120177705155438,0.1909617416204281,1.022484513596575,3,3,-0.679165010153175,True,1,3,False,3
3.0,1,False,-0.44445724620017285,-0.6538198131782321,1,-0.9444378624613364,-0.6812931308626707,-0.7776101796257255,-0.335766141075358,-0.7478934841935782,-13.460487974803842,-0.5013409537120281,-0.6253648713435828,17.997867690099902,-0.6733381126338889,0.4287684512228731,-1.4458364800420769,False,-0.8593317920015183,0.1909617416204281,-0.6090511553173631,3,1,-0.0568837075118553,False,3,4,False,4
2.0,0,False,-0.8732575130794857,0.9811931588183676,4,2.133245341569232,2.135585348927136,-0.8999145224423435,1.3480759992428557,2.258062383301703,0.7206784458732464,3.114687246577236,3.0181481443197917,1.2766315956594285,0.32762538644078965,1.4906657214685206,1.3500783321604972,False,0.1718663584003036,-0.6053893510945483,2.1101749595392003,3,1,3.9879447596567217,True,3,3,False,1
3.0,3,False,0.031048323315453596,1.7441992124167809,4,1.2355877403936495,0.1235292919344169,-0.7776101796257255,-0.335766141075358,2.373287466973123,1.0615944183676849,-0.3369760355170615,-0.3450946393694771,1.7892386542143355,-0.5064162972407888,0.6630838113240254,0.9215531338520636,False,-1.006645813487493,1.783663927050381,0.2067166791396059,3,3,-0.3680243588325151,False,3,2,False,4
2.25,3,False,-0.31527069814375264,-1.4168258667766451,1,-1.200911462797217,-1.0837043422612147,1.4238679910733991,-1.177687211234465,-0.9132070837147016,4.545320963774054,-0.9944357082969276,-0.9056351033176886,-4.977316804513613,-211.65087563331622,-1.131672138386928,-0.6056155378216135,True,-0.4173897275435946,0.1909617416204281,-0.3371285438317067,2,1,-0.679165010153175,False,3,3,False,2
3.0,1,False,0.031048323315453596,1.635198347617007,2,-0.3032538616216345,2.135585348927136,0.2008245629072188,-0.0551257843556557,-0.7298358218271614,-1.0474917356927305,-0.3369760355170615,-0.6253648713435828,2.870485948662563,-0.08314297417386071,1.2987265435133213,1.0335176858281394,True,0.8102271181728602,0.1909617416204281,1.294407125082231,3,3,-0.3680243588325151,False,4,3,False,2
2.75,0,True,-1.3427008300236054,-0.1088154891793655,1,0.2096933390501269,0.5259405033329607,-0.7776101796257255,-0.6164064977950603,-0.9579212952886856,-0.7918711828576842,0.1561187190678381,0.7759862885269458,0.8266557876438486,-0.5331688585511876,1.6850976160205404,0.093432708429015,True,-1.743215920917366,0.1909617416204281,-0.8809737668030194,3,2,1.4988195490914435,False,4,2,True,3
2.5,1,False,0.17782405644114685,-0.8718215427777788,2,-0.1750170614536942,0.5259405033329607,0.4454332485404549,-0.335766141075358,-0.5415202000059596,-0.6564016959673941,-0.5013409537120281,-0.3450946393694771,2.4242925599457608,-0.6733381126338889,1.430840523144822,1.2919402169729202,True,-0.9575411396588348,-0.6053893510945483,-0.6090511553173631,2,2,-0.679165010153175,False,4,3,False,1
2.75,1,False,0.8528729142902863,-0.980822407577552,2,-0.1750170614536942,-0.6812931308626707,0.9346506198069272,1.0674356425231537,-0.4269400328476255,-0.5175137725877487,0.4848485554577712,-1.1859053352917943,2.4242925599457608,0.718885194452756,1.2364086285928022,-0.1189522243256028,True,0.6629130966868856,-0.6053893510945483,-0.8809737668030194,3,1,-0.3680243588325151,False,3,3,False,4
1.75,0,False,1.8918299786679058,0.5451896996192743,5,1.6202981408974708,0.9283517147315046,-0.8999145224423435,2.7512777828413677,2.651891400626408,1.0120571240485317,2.45722757379737,0.4957160565528401,1.9081798067022497,0.7958046510138767,-1.2563079682279663,0.4063771083621457,False,-0.4664944013722528,-0.6053893510945483,-1.152896378288676,3,3,0.5653975951294642,False,1,2,False,1
2.75,0,True,-0.46204643126944606,-1.7438284611759651,1,-1.200911462797217,-0.6812931308626707,-0.5330014939924894,-0.6164064977950603,-0.895149421348285,4.455442257427456,-0.8300707901019612,-0.6253648713435828,-4.977316804513613,-3.6274310824190694,-0.7552719322669919,1.5422957369194246,False,-0.3682850537149365,2.580015019765357,-1.152896378288676,3,1,-0.3680243588325151,True,3,3,False,4
2.0,0,False,-1.3427008300236054,1.635198347617007,2,-0.0467802612857538,-0.2788819194641269,-0.1660884655426352,0.7867952858034511,-0.3446056913436069,-0.36151757810683766,0.1561187190678381,-0.6253648713435828,2.098152103624823,0.6805488682320038,-0.2018888477727812,0.4668796923492175,False,0.9575411396588348,0.1909617416204281,-0.0652059323460503,2,2,1.4988195490914435,False,3,2,False,1
2.75,0,False,-0.7731870825901058,-1.634827596376192,1,-1.072674662629277,-1.0837043422612147,-0.4106971511758713,-0.6164064977950603,-0.8106653581339788,11.154717872847794,-0.8300707901019612,-0.6253648713435828,-13.75995379711816,-3.6274310824190694,-0.4985221227944527,-0.3122823202842925,False,0.1718663584003036,0.1909617416204281,1.294407125082231,3,3,-0.0568837075118553,False,1,3,False,4
3.5,3,False,-0.4796356163387192,-0.3268172187789122,1,-0.6879642621254556,0.1235292919344169,-0.7776101796257255,-1.177687211234465,-0.7663810909020523,-2.456068321283698,-1.1588006264918942,-1.1859053352917943,3.20476111746551,7.416137059727398,-0.2666994792901212,1.1248974506086136,False,-1.252169182630784,-0.6053893510945483,0.4786392906252623,2,4,-0.679165010153175,False,3,3,False,4
1.75,2,False,0.013459138246180391,-0.1088154891793655,2,-0.0467802612857538,0.5259405033329607,0.8123462769903091,-0.6164064977950603,-0.1928353385972958,-0.2022989356655606,-0.6657058719069946,-0.6253648713435828,2.098152103624823,-1.8439046516053887,-1.184019186920164,-0.1246547667243843,False,1.5959018994313912,0.1909617416204281,-0.6090511553173631,2,1,-0.679165010153175,True,3,2,False,1
3.25,0,False,-1.5070657482185719,-0.4358180835786855,3,0.4661669393860076,1.733174137528592,0.6900419341736911,0.7867952858034511,1.518988059304794,1.0360266750666922,-0.0082461991271284,0.4957160565528401,2.0461517167044576,0.7933373031804563,1.1790761468659243,1.4226814329449835,False,-0.4664944013722528,-0.6053893510945483,-0.8809737668030194,3,3,1.4988195490914435,False,2,4,False,4
2.5,2,False,-0.7731870825901058,-1.634827596376192,2,-0.9444378624613364,1.3307629261300484,-1.0222188652589617,-0.6164064977950603,-0.3802910717343826,-6.844428392801709,-0.8300707901019612,-0.6253648713435828,35.995735380199804,-3.6274310824190694,1.0619184668153483,0.6614615659076397,False,-1.5959018994313912,-0.6053893510945483,1.838252348053544,2,4,-0.0568837075118553,False,4,1,False,1
3.0,1,False,-0.9023736306465258,2.071201806816101,5,2.133245341569232,0.5259405033329607,-0.6553058368091075,-0.6164064977950603,2.88040681842999,0.9193045881901439,-0.3369760355170615,-0.6253648713435828,1.5957894945742856,-0.9296896203077168,-0.2143524307568851,0.5820432315246097,False,1.3012738564594422,-0.6053893510945483,-0.6090511553173631,3,1,0.5653975951294642,False,4,3,False,4
3.0,2,False,0.1954132415104201,-0.8718215427777788,2,-0.6879642621254556,-0.6812931308626707,-0.2883928083592533,-1.177687211234465,0.016977500326783,0.05440883291903215,-0.172611117322095,-1.1859053352917943,6.40952223493102,-1.4233780944974672,1.3086974099006046,-1.416767422448288,False,0.8102271181728602,-0.6053893510945483,-1.152896378288676,3,4,-0.3680243588325151,False,3,3,False,2
2.25,0,True,-0.31527069814375264,-0.1088154891793655,2,0.4661669393860076,1.3307629261300484,-1.0222188652589617,-1.177687211234465,0.0582521571643067,0.03973091712782801,-0.9944357082969276,-1.1859053352917943,1.3641011444696385,-211.65087563331622,0.1994385243153624,0.9814993722392544,False,0.3682850537149365,1.783663927050381,-0.6090511553173631,3,3,-0.679165010153175,True,2,3,False,1
3.0,1,False,0.5241430779003532,-0.3268172187789122,3,-0.3032538616216345,-0.6812931308626707,0.4454332485404549,-0.8970468545147626,0.4479967032394654,0.6429841208480188,0.1561187190678381,0.7759862885269458,4.305728922993844,-0.7759124039078258,1.0843529161867351,1.1855391209956556,False,-1.3012738564594422,-0.6053893510945483,0.7505619021109187,3,3,-0.3680243588325151,True,4,2,False,3
2.5,0,True,1.527921772139426,-0.3268172187789122,2,0.594403739553948,-0.6812931308626707,-0.4106971511758713,1.628716355962558,-0.3729820179194044,-0.23393197636613056,1.4710380646275707,2.45760768037158,1.2543874242038104,0.6591223256643901,-0.3464664103883858,-0.265410203494308,False,-1.2030645088021257,0.1909617416204281,-0.3371285438317067,3,3,-0.0568837075118553,False,1,3,False,3
2.75,1,False,-0.08661129224319986,1.4171966180174609,5,2.2614821417371727,0.9283517147315046,-0.2883928083592533,1.0674356425231537,2.6217952966823805,0.8038662125820889,3.279052164772202,-0.3450946393694771,1.533045340342362,0.24945609481252473,0.4611737669815431,0.3213953179803044,False,-1.1048551611448094,-0.6053893510945483,-0.8809737668030194,2,3,3.365663457015402,False,2,2,False,4
2.25,2,False,0.031048323315453596,0.109186240420181,2,-0.5597274619575152,0.5259405033329607,-0.8999145224423435,-0.0551257843556557,-0.363093298052081,-0.8247012172652107,-0.3369760355170615,-0.6253648713435828,4.542640812648203,-0.08314297417386071,0.2468001396549571,-0.9370584289507914,False,0.761122444344202,-0.6053893510945483,-1.152896378288676,3,2,-0.3680243588325151,False,3,3,False,1
2.5,1,False,-0.7028303423130122,-0.7628206779780055,2,-0.1750170614536942,-0.6812931308626707,-1.0222188652589617,0.7867952858034511,0.6814564809767089,0.8260249383793277,0.4848485554577712,1.0562565205010517,2.4242925599457608,0.5298825142210454,-0.1595126656268282,-1.2611297408815445,False,-0.0736570107429872,0.9873128343354044,-1.152896378288676,2,1,1.1876788977707835,True,2,3,False,4
2.5,1,False,2.202970629988566,0.7631914292188209,5,1.876771741233352,1.733174137528592,-0.5330014939924894,1.628716355962558,2.508504962550219,0.8719860969834031,2.45722757379737,1.3365267524751574,1.7380593421208876,0.4711047569754278,0.7353725926318277,-0.7843415617834236,False,1.1048551611448094,1.783663927050381,-1.152896378288676,3,2,0.2542569438088044,True,2,3,False,3
3.0,1,False,-0.7731870825901058,1.1991948884179142,4,1.4920613407295304,-0.2788819194641269,-0.6553058368091075,-0.6164064977950603,1.8612237555825948,0.7468611326548394,-0.8300707901019612,-0.6253648713435828,1.6050969270399391,-3.6274310824190694,-1.0942813894346164,-1.2223246352898365,False,1.1539598349734674,0.1909617416204281,2.654020182510513,2,4,-0.0568837075118553,False,3,3,True,2
2.0,1,False,-0.31527069814375264,2.289203536415647,1,-0.3032538616216345,0.5259405033329607,-0.0437841227260172,-1.177687211234465,-0.687486304134494,-0.9867098879580112,-0.9944357082969276,-1.1859053352917943,1.4352429743312816,-211.65087563331622,0.8500375560855831,-0.3501138210762087,False,0.4664944013722528,0.1909617416204281,1.294407125082231,2,2,-0.679165010153175,False,2,2,False,2
2.5,1,False,0.17782405644114685,-0.8718215427777788,2,-0.9444378624613364,-0.6812931308626707,-0.8999145224423435,-0.6164064977950603,-0.4073775652840075,-7.3319275198966025,-0.5013409537120281,-0.3450946393694771,35.995735380199804,-1.2361281769249006,-0.1445563660459035,0.352967930773558,False,-0.2209710322289618,0.1909617416204281,-0.3371285438317067,3,3,-0.679165010153175,True,4,2,False,1
3.75,0,True,-0.3916896909923528,-0.3268172187789122,2,-0.1750170614536942,-0.6812931308626707,1.4238679910733991,0.7867952858034511,-0.2594767116162143,-0.31452373072519,0.4848485554577712,0.7759862885269458,2.4242925599457608,0.5298825142210454,-1.3610020652944386,0.7692535258846068,False,0.4173897275435946,0.1909617416204281,-0.8809737668030194,4,4,0.876538246450124,True,4,3,False,4
2.75,3,False,-0.2976815130744795,-1.0898232723773251,1,-1.072674662629277,-0.6812931308626707,-0.1660884655426352,-0.6164064977950603,-0.4133967860728131,5.688320676239048,-0.6657058719069946,-0.6253648713435828,-13.75995379711816,-1.8439046516053887,1.1790761468659243,-1.1851885664977715,True,1.0557504873161512,0.9873128343354044,1.022484513596575,1,3,-0.3680243588325151,False,1,3,False,4
2.5,0,True,0.3421889746361135,0.5451896996192743,2,-0.1750170614536942,1.733174137528592,0.567737591357073,-0.335766141075358,-0.0644969524931205,-0.07817974103412362,-0.3369760355170615,-0.0648244073953713,2.4242925599457608,-0.5064162972407888,-0.8524878795430019,-0.9132746545558734,False,0.1227616845716454,2.580015019765357,0.4786392906252623,2,3,-0.679165010153175,True,3,3,False,1
2.75,2,False,-0.4268680611308994,0.436188834819501,2,0.0814565388821865,0.1235292919344169,1.5461723338900173,-0.335766141075358,-0.2315303293824742,-0.21409120113304622,-0.172611117322095,-0.6253648713435828,1.8493577209004046,-0.4058141801333204,0.9871369689107252,-0.0608141091380257,False,0.4664944013722528,0.9873128343354044,-0.3371285438317067,3,4,0.2542569438088044,False,4,2,True,1
2.75,0,True,0.031048323315453596,0.0001853756204077,3,0.0814565388821865,-0.2788819194641269,-0.7776101796257255,-0.335766141075358,0.1900300980049423,0.1757168144744503,-0.3369760355170615,-0.3450946393694771,2.774036581350607,-0.5064162972407888,0.9597170863456967,0.0161006700455392,False,1.0557504873161512,0.1909617416204281,-0.8809737668030194,3,4,-0.3680243588325151,True,3,3,False,1
3.5,1,False,-0.8847844455772524,-1.307825001976872,1,-0.5597274619575152,-0.6812931308626707,-0.6553058368091075,0.5061549290837488,-0.6133209051295685,-1.3930482874459573,-0.0082461991271284,0.7759862885269458,2.2713204063241017,0.5103634880332871,1.0344985842503198,-1.3609937760602056,True,-1.6450065732600494,0.1909617416204281,-0.0652059323460503,3,4,0.876538246450124,False,4,4,False,2
2.0,1,False,1.1640135656109463,-0.4358180835786855,2,-0.1750170614536942,-0.6812931308626707,1.913085362339872,-0.8970468545147626,-0.4310245040971722,-0.5224647492185428,0.4848485554577712,0.7759862885269458,2.4242925599457608,-0.6041335671692172,0.8525302726824038,-1.3192678560691216,False,0.8102271181728602,0.1909617416204281,-0.8809737668030194,3,3,-0.679165010153175,True,2,2,True,1
2.25,0,True,-0.22732477279738628,-0.5448189483784588,2,0.0814565388821865,-0.6812931308626707,-0.4106971511758713,0.7867952858034511,-0.3297726115426218,-0.30493376264891875,0.6492134736527377,1.0562565205010517,1.8493577209004046,0.4770730401934132,0.720416293050903,1.3784519577544343,False,1.0557504873161512,-2.198091536524501,0.2067166791396059,3,3,0.876538246450124,True,2,3,False,1
2.75,1,False,-0.31527069814375264,-0.1088154891793655,1,-0.6879642621254556,2.53799656032568,-0.5330014939924894,-1.177687211234465,-0.6717933356493938,-2.152937161061634,-0.9944357082969276,-0.9056351033176886,3.20476111746551,-211.65087563331622,0.1196715932170978,-0.1833492275118426,False,0.8102271181728602,0.1909617416204281,-0.3371285438317067,2,1,-0.679165010153175,False,2,4,False,4
2.5,1,False,0.013459138246180391,-1.198824137177099,1,-0.816201062293396,-0.2788819194641269,0.8123462769903091,-0.6164064977950603,-0.8966542265454864,-4.8784516261829785,-0.6657058719069946,-0.6253648713435828,5.440727854457394,-1.8439046516053887,1.6078234015190966,-0.0292414963447721,True,-1.006645813487493,-0.6053893510945483,-0.6090511553173631,3,2,-0.679165010153175,False,1,3,False,4
2.75,2,False,-1.8770362073185578,0.3271879700197276,3,0.8508773398898287,-0.6812931308626707,0.6900419341736911,2.189997069401963,0.8364514162884515,0.4519215824092591,1.7997679010175038,3.0181481443197917,1.6208529519187755,0.7822066495605099,0.1994385243153624,1.5869424713098843,False,0.7120177705155438,-0.6053893510945483,-0.6090511553173631,2,3,3.6768041083360616,False,1,3,False,4
2.75,0,True,2.3497463631142588,0.2181871052199543,3,1.2355877403936495,-0.6812931308626707,1.5461723338900173,1.0674356425231537,0.932114032396254,0.41694361422474274,2.2928626556024034,0.4957160565528401,1.3419289906607514,0.32416646370204427,0.3514942367214294,-1.2945104768744116,False,0.8102271181728602,-0.6053893510945483,-0.6090511553173631,3,1,-0.0568837075118553,False,4,3,True,3
2.5,0,True,-0.2800923280052062,1.1991948884179142,4,2.005008541401292,-0.2788819194641269,-1.0222188652589617,-0.8970468545147626,2.223021919424013,0.7397722464999638,-0.3369760355170615,-0.0648244073953713,1.3311110251070117,-1.352962943374645,1.141685397913613,0.2453150571965611,False,-1.497692551774075,0.1909617416204281,1.838252348053544,4,4,-0.0568837075118553,False,1,2,False,3
